序号,日期,收盘价,成交额(万元),转股价值,到期税前收益率,转股溢价率,剩余规模(亿元),换手率,正股价
1,2026-02-13,151.645,3298.12,123.82,-6.42%,22.48%,6.927,3.14%,11.23
2,2026-02-12,151.206,4580.01,123.04,-6.34%,22.89%,6.927,4.38%,11.16
3,2026-02-11,150.536,4173.92,123.15,-6.22%,22.23%,6.927,3.99%,11.17
4,2026-02-10,150.400,6550.72,123.26,-6.19%,22.02%,6.927,6.27%,11.18
5,2026-02-09,150.030,4549.12,121.83,-6.12%,23.15%,6.927,4.38%,11.05
6,2026-02-06,149.405,6283.77,121.06,-6.00%,23.42%,6.927,6.07%,10.98
7,2026-02-05,148.868,5025.47,122.38,-5.90%,21.64%,6.927,4.90%,11.10
8,2026-02-04,148.967,9873.69,122.38,-5.91%,21.72%,6.927,9.58%,11.10
9,2026-02-03,147.166,8158.43,118.19,-5.60%,24.51%,6.927,8.10%,10.72
10,2026-02-02,141.516,11143.05,114.11,-4.57%,24.01%,6.927,11.28%,10.35
11,2026-01-30,144.705,8357.83,115.77,-5.14%,25.00%,6.927,8.25%,10.50
12,2026-01-29,148.600,2292.91,115.77,-5.83%,28.36%,6.927,2.22%,10.50
13,2026-01-28,149.921,2127.04,118.08,-6.05%,26.96%,6.927,2.05%,10.71
14,2026-01-27,149.500,4659.35,119.96,-5.97%,24.63%,6.927,4.54%,10.88
15,2026-01-26,148.519,5505.45,119.96,-5.80%,23.81%,6.927,5.31%,10.88
16,2026-01-23,150.631,2634.03,122.05,-6.15%,23.42%,6.927,2.52%,11.07
17,2026-01-22,150.077,4338.05,121.72,-6.05%,23.30%,6.927,4.19%,11.04
18,2026-01-21,146.894,1879.17,118.74,-5.50%,23.71%,6.927,1.85%,10.77
19,2026-01-20,146.445,2536.89,119.18,-5.41%,22.87%,6.927,2.49%,10.81
20,2026-01-19,147.136,3258.42,118.85,-5.53%,23.80%,6.927,3.21%,10.78
21,2026-01-16,145.162,1873.16,115.99,-5.17%,25.15%,6.927,1.86%,10.52
22,2026-01-15,144.432,3304.30,116.10,-5.04%,24.41%,6.927,3.30%,10.53
23,2026-01-14,145.000,6376.44,116.10,-5.14%,24.90%,6.927,6.30%,10.53
24,2026-01-13,145.609,9219.22,117.09,-5.24%,24.36%,6.927,9.06%,10.62
25,2026-01-12,151.400,6114.99,120.84,-6.23%,25.29%,6.927,5.91%,10.96
26,2026-01-09,147.255,6531.70,118.52,-5.51%,24.24%,6.927,6.40%,10.75
27,2026-01-08,146.665,5072.68,117.97,-5.41%,24.32%,6.927,5.02%,10.70
28,2026-01-07,143.867,3468.52,115.55,-4.91%,24.51%,6.927,3.48%,10.48
29,2026-01-06,143.975,4679.96,116.43,-4.93%,23.66%,6.927,4.70%,10.56
30,2026-01-05,142.420,2823.31,115.22,-4.65%,23.61%,6.927,2.86%,10.45
