序号,日期,收盘价,成交额(万元),转股价值,到期税前收益率,转股溢价率,剩余规模(亿元),换手率,正股价
1,2026-04-21,146.173,4528.32,114.13,-9.32%,28.08%,4.577,6.78%,15.67
2,2026-04-20,145.696,4179.54,113.04,-9.17%,28.89%,4.577,6.26%,15.52
3,2026-04-17,146.185,5796.57,113.04,-9.28%,29.32%,4.577,8.68%,15.52
4,2026-04-16,146.023,7416.69,114.93,-9.22%,27.05%,4.577,11.16%,15.78
5,2026-04-15,144.204,4736.81,113.91,-8.69%,26.59%,4.577,7.16%,15.64
6,2026-04-14,144.230,3908.72,116.02,-8.68%,24.31%,4.577,5.96%,15.93
7,2026-04-13,143.293,3690.52,115.22,-8.40%,24.36%,4.577,5.63%,15.82
8,2026-04-10,144.709,7884.87,116.53,-8.78%,24.18%,4.577,11.85%,16.00
9,2026-04-09,145.608,3626.68,115.30,-9.03%,26.29%,4.577,5.43%,15.83
10,2026-04-08,146.253,6777.79,117.19,-9.20%,24.80%,4.577,10.15%,16.09
11,2026-04-07,142.935,7226.93,115.08,-8.23%,24.21%,4.577,11.05%,15.80
12,2026-04-03,140.503,6226.58,109.54,-7.47%,28.27%,4.577,9.70%,15.04
13,2026-04-02,140.401,4162.79,113.18,-7.43%,24.05%,4.577,6.46%,15.54
14,2026-04-01,142.390,4683.69,116.32,-8.01%,22.42%,4.577,7.23%,15.97
15,2026-03-31,139.457,3740.91,113.91,-7.13%,22.43%,4.577,5.82%,15.64
16,2026-03-30,141.353,4498.88,117.63,-7.69%,20.17%,4.577,6.95%,16.15
17,2026-03-27,141.891,7411.85,115.81,-7.82%,22.53%,4.577,11.42%,15.90
18,2026-03-26,139.923,5045.13,112.53,-7.23%,24.35%,4.577,7.87%,15.45
19,2026-03-25,141.072,5754.00,113.26,-7.56%,24.56%,4.577,8.89%,15.55
20,2026-03-24,140.884,6722.44,111.36,-7.50%,26.51%,4.577,10.59%,15.29
21,2026-03-23,136.851,8828.56,107.36,-6.27%,27.47%,4.577,14.09%,14.74
22,2026-03-20,138.517,6745.00,113.77,-6.76%,21.76%,4.577,10.56%,15.62
23,2026-03-19,140.951,7407.73,118.79,-7.47%,18.65%,4.577,11.44%,16.31
24,2026-03-18,142.940,10248.29,122.72,-8.04%,16.47%,4.577,15.81%,16.85
25,2026-03-17,140.782,8167.07,119.88,-7.40%,17.43%,4.577,12.55%,16.46
26,2026-03-16,143.765,7837.58,123.53,-8.26%,16.39%,4.577,11.96%,16.96
27,2026-03-13,143.404,7116.74,125.42,-8.13%,14.34%,4.577,10.76%,17.22
28,2026-03-12,144.216,5777.76,124.11,-8.35%,16.20%,4.577,8.68%,17.04
29,2026-03-11,146.513,4141.11,125.64,-8.97%,16.62%,4.577,6.16%,17.25
30,2026-03-10,147.144,4947.16,126.51,-9.14%,16.31%,4.577,7.36%,17.37
