序号,日期,收盘价,成交额(万元),转股价值,到期税前收益率,转股溢价率,剩余规模(亿元),换手率,正股价
1,2026-03-20,134.603,9272.95,102.78,-9.39%,30.96%,6.619,10.34%,14.03
2,2026-03-19,134.850,8851.24,102.64,-9.47%,31.38%,6.619,9.90%,14.01
3,2026-03-18,137.758,9300.60,107.62,-10.58%,28.01%,6.619,10.30%,14.69
4,2026-03-17,136.187,14777.05,106.81,-9.96%,27.50%,6.619,16.20%,14.58
5,2026-03-16,141.274,12085.23,114.29,-11.85%,23.61%,6.619,12.97%,15.60
6,2026-03-13,142.348,18871.22,121.61,-12.19%,17.05%,6.619,19.84%,16.60
7,2026-03-12,144.052,13751.47,122.34,-12.77%,17.74%,6.619,14.34%,16.70
8,2026-03-11,147.333,28774.63,129.08,-13.88%,14.14%,6.619,29.45%,17.62
9,2026-03-10,145.830,16159.76,122.27,-13.35%,19.27%,6.619,16.73%,16.69
10,2026-03-09,145.609,18776.26,121.10,-13.26%,20.24%,6.619,19.72%,16.53
11,2026-03-06,145.206,14117.57,123.00,-13.06%,18.05%,6.619,14.66%,16.79
12,2026-03-05,145.090,35840.21,124.03,-13.00%,16.98%,6.619,37.09%,16.93
13,2026-03-04,142.721,15880.30,115.75,-12.16%,23.30%,6.619,16.80%,15.80
14,2026-03-03,144.707,42088.34,120.88,-12.83%,19.71%,6.619,43.71%,16.50
15,2026-03-02,143.620,33908.29,118.39,-12.44%,21.31%,6.619,35.33%,16.16
16,2026-02-27,143.296,15684.88,119.19,-12.27%,20.22%,6.619,16.52%,16.27
17,2026-02-26,145.264,37743.59,128.21,-12.93%,13.31%,6.619,38.66%,17.50
18,2026-02-25,150.011,60043.31,126.23,-14.48%,18.84%,6.619,60.45%,17.23
19,2026-02-24,146.087,20312.21,114.73,-13.17%,27.34%,6.619,21.05%,15.66
20,2026-02-13,146.411,65016.37,120.37,-13.07%,21.64%,6.619,66.52%,16.43
21,2026-02-12,143.962,60731.05,109.45,-12.23%,31.53%,6.619,62.33%,14.94
22,2026-02-11,142.373,5053.79,105.20,-11.68%,35.33%,6.619,5.37%,14.36
23,2026-02-10,140.868,5554.69,103.81,-11.14%,35.70%,6.619,5.94%,14.17
24,2026-02-09,139.881,2648.55,101.54,-10.78%,37.76%,6.619,2.86%,13.86
25,2026-02-06,139.817,3626.16,101.47,-10.71%,37.80%,6.619,3.93%,13.85
26,2026-02-05,138.635,4149.00,101.83,-10.28%,36.14%,6.619,4.54%,13.90
27,2026-02-04,139.618,5419.56,102.42,-10.61%,36.32%,6.619,5.88%,13.98
28,2026-02-03,138.200,5765.97,100.29,-10.09%,37.80%,6.619,6.34%,13.69
29,2026-02-02,135.166,6705.84,98.17,-8.98%,37.69%,6.619,7.44%,13.40
30,2026-01-30,138.574,7676.14,103.44,-10.17%,33.96%,6.619,8.34%,14.12
